Fleet Number,Registration,Details,Product,Distance,Unit,Litres,MPG
0467,YG19DUT,  Welfare Bus,Diesel,10071,Miles,2241.05,20.43
0468,YD19 ZUG,  Welfare Bus,Diesel,15846,Miles,3611.26,19.95
0469,YG19CEP,Volkswagon Crafter Welfare,Diesel,12758,Miles,2828.12,20.51
0469P,YJ64BJX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,11547,Miles,3148.43,16.67
0470,YD19SDL,Volkswagon Crafter Welfare,Diesel,15130,Miles,3301.14,20.84
0470D,YJ64NYG,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,11880,Miles,2801.19,19.28
0471,YJ19BYW,Volkswagon Crafter Welfare,Diesel,8208,Miles,2092.15,17.84
0472,YJ19BYV,Volkswagon Crafter Welfare,Diesel,19939,Miles,4842.94,18.72
0472D,YJ64NYH,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,6137,Miles,1803.3,15.47
0473,YJ69BYA,  Welfare Bus,Diesel,15835,Miles,3713.3,19.39
0474,YK69YBC,  Welfare Bus,Diesel,16921,Miles,4226.47,18.2
0475,YB69RFN,  ,Diesel,13479,Miles,3255.33,18.82
0476,SF22CWM,  Welfare Bus,Diesel,6662,Miles,1283.19,23.6
0476P,YJ64NYM,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,6545,Miles,1747.51,17.03
0477,SF22CWN,  Welfare Bus,Diesel,5200,Miles,1040.86,22.71
0477P,YJ64NYV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,9207,Miles,2122.79,19.72
0478,SF22CWO,  Welfare Bus,Diesel,4376,Miles,947.28,21
0479,SF22CWP,  Welfare Bus,Diesel,3873,Miles,825.98,21.32
0479P,YJ64NYW,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,10066,Miles,2208.95,20.72
0480,SF22CWR,  Welfare Bus,Diesel,12395,Miles,2001.04,28.16
0481,SF22CWT,  Welfare Bus,Diesel,8038,Miles,1853.51,19.71
0482,SF22CWV,  Welfare Bus,Diesel,2517,Miles,555.69,20.59
0482P,YJ64NZB,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,17872,Miles,3962.75,20.5
0483,SF22CWV,  Welfare Bus,Diesel,10630,Miles,2237.77,21.6
0483P,YJ64NZA,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,14046,Miles,3382.63,18.88
0484,SF22CWW,  Welfare Bus,Diesel,6023,Miles,1292.85,21.18
0485,SF22CWX,  Welfare Bus,Diesel,4815,Miles,1080.18,20.26
0486,YJ64NZP,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,0,Miles,0,0
0489,YJ64NZO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,13010,Miles,3203.8,18.46
0490,YJ64NZN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,9389,Miles,2370.03,18.01
0497,YJ15BXE,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,10570,Miles,2429.85,19.78
0498,PO62JGV,  Welfare Bus,Diesel,10849,Miles,2969.87,16.61
0499,PO62JHU,  Welfare Bus,Diesel,10078,Miles,2451.97,18.69
0529,YC12UYR,Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,3586,Miles,679.16,24
0530,YC63CPN,Ford Ranger 4 X 4,Diesel,1956,Miles,394.03,22.57
0531,YB63OJW,Ford Ranger 4X4 Utility Vehicle,Diesel,1861,Miles,392.16,21.57
0532,YL17PHV,Ford Ranger 4 X 4 Utility vehicle,Diesel,1296,Miles,255.87,23.03
0533,YL17OYR,Ford  Ranger 4 x 4 ,Diesel,7968,Miles,1380.39,26.24
0534,YL17PMO,Ford Ranger  4X4 Utlility Vehicle,Diesel,2559,Miles,413.45,28.14
0535,YL17PLF,Ford Ranger 4x4 CCpickup 4x4 Utility Vehicle,Diesel,2805,Miles,556,22.93
0536,YL17PHN,Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,4910,Miles,803.88,27.77
0537,YF69LWO,  4 x 4 Vehicle,Diesel,1193,Miles,321.01,16.9
0538,YK20ZWF,Toyota Hilux 4 X 4,Diesel,8667,Miles,1379.94,28.55
0539,YK20ZWS,Toyota Hilux 4 X 4,Diesel,2856,Miles,592.03,21.93
0540,YG20GHH,Toyota Hilux 4 X 4,Diesel,1251,Miles,236.51,24.05
0700,MJ16XMA,Vauxhall Corsa Car Derived Van,Diesel,6689,Miles,681.91,44.59
0701,MJ16XLX,Vauxhall Corsa Car Derived Van,Diesel,2510,Miles,270.21,42.23
0702,MJ16XLY,Vauxhall Corsa Car Derived Van,Diesel,4987,Miles,428.02,52.97
0704,MW16DBX,Vauxhall Corsa Car Derived Van,Diesel,5099,Miles,500.1,46.35
0705,MW16DCF,Vauxhall Corsa Car Derived Van,Diesel,3030,Miles,246.37,55.91
0706,MW16CZC,Vauxhall Corsa Car Derived Van,Diesel,16322,Miles,1359.27,54.59
0707,MW16CZD,Vauxhall Corsa Car Derived Van,Diesel,9222,Miles,813.77,51.52
0708,MW16CYZ,Vauxhall Corsa Car Derived Van,Diesel,2841,Miles,272.79,47.35
0709,MW16CZA,Vauxhall Corsa Car Derived Van,Diesel,5220,Miles,508.49,46.67
0710,MW16DFA,Vauxhall Corsa Car Derived Van,Diesel,3108,Miles,264.17,53.49
0711,MW16CZU,Vauxhall Corsa Car Derived Van,Diesel,1111,Miles,157.62,32.04
07/111,YG57KDU,John Deere 6530 Premium Tractor,Diesel,299,Hours,3297.2,0
0712,MW16CZP,Vauxhall Corsa Car Derived Van,Diesel,2954,Miles,265.5,50.58
0714,MW16CZL,Vauxhall Corsa Car Derived Van,Diesel,6255,Miles,556.62,51.09
0715,MW16CZR,Vauxhall Corsa Car Derived Van,Diesel,3418,Miles,312.93,49.66
0716,MW16CZT,Vauxhall Corsa Car Derived Van,Diesel,1924,Miles,195.77,44.68
0721,YC59HAE,Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,1907,Miles,179.6,48.27
0722,MW66YYB,Vauxhall Corsa Car Derived Van,Diesel,3429,Miles,353.07,44.15
0727,MW16DCZ,Vauxhall Corsa Car Derived Van,Diesel,10122,Miles,760.72,60.49
0728,MW16DDU,Vauxhall CORSA  CDTI Car,Diesel,1623,Miles,179.96,41
0729,MW16DDV,Vauxhall CORSA  CDTI Car,Diesel,10823,Miles,833.19,59.05
0730,MW16CZZ,Vauxhall CORSA  CDTI Car,Diesel,8858,Miles,799.14,50.39
0731,MW16DDL,Vauxhall Corsa Small Van,Diesel,8687,Miles,713.77,55.33
0732,MW16DBU,Vauxhall Corsa Small Van,Diesel,7194,Miles,529.44,61.77
0733,MW16DDN,Vauxhall  Corsa Small Van,Diesel,3750,Miles,336,50.74
0734,MW16DBO,Vauxhall Corsa Small Van,Diesel,4329,Miles,377.82,52.09
0735,MV17DDO,Vauxhall Corsa Car Derived Van,Diesel,4353,Miles,403.5,49.04
0736,MV17CPY,Vauxhall Corsa Car Derived Van,Diesel,7811,Miles,655.63,54.16
0737,MV17CPZ,Vauxhall Corsa Car Derived Van,Diesel,8266,Miles,620.78,60.53
0740,MW16DCY,Vauxhall Corsa Car Derived Van,Diesel,14810,Miles,686.17,98.12
0746,MW16DDZ,Vauxhall Corsa small van,Diesel,4407,Miles,368.8,54.32
0748,MW16CZY,Vauxhall  Corsa Small Van,Diesel,2645,Miles,227.92,52.76
0753,MW16DDJ,Vauxhall Corsa Small Van,Diesel,1442,Miles,129.05,50.8
0754,MW16DAU,Vauxhall  Corsa Small Van,Diesel,8900,Miles,571.75,70.77
0853,YF08BFZ,Vauxhall Astra Van Small,Diesel,991,Miles,175.47,25.67
0960,YF07GFK,Ford Connect T220SWB van Van Small,Diesel,925,Miles,153.52,27.39
09/88,YJ10FNO,John Deere JD6430 Tractor,Diesel,188,Hours,1683.9,0
09/89,YJ10FND,John Deere 6430 Tractor,Diesel,324,Hours,2483.98,0
1007,YB63URZ,PEUGEOT Bipper Small Van,Diesel,4543,Miles,384.55,53.71
1008,YB63USC,Peugeot Bipper Small Van,Diesel,2428,Miles,248.8,44.36
1009,YB63UOV,Peugeot Partner Van Small,Diesel,2791,Miles,334,37.99
1010,YB63UOW,Peugeot Partner Van Small,Diesel,1535,Miles,223.61,31.21
10/10,NX10DXP,Valtra Valmet N111E Tractor,Diesel,410,Miles,2036.75,0.92
1015,YB63UPD,Peugeot Partner Van Small,Diesel,1050,Miles,153.53,31.09
1016,YB63UPE,Peugeot Partner Van Small,Diesel,1732,Miles,249.5,31.56
1017,YB63UPF,Peugeot Partner Van Small,Diesel,1717,Miles,183.62,42.51
1018,YB63UPG,Peugeot Partner Van Small,Diesel,0,Miles,0,0
1020,YB63UPJ,Peugeot Partner Van Small,Diesel,1454,Miles,182.14,36.29
1024,YB63UPN,Peugeot Partner Van Small,Diesel,9101,Miles,991.15,41.74
1025,YB63UPO,Peugeot Partner Van Small,Diesel,7964,Miles,783.28,46.22
1030,YF63HCK,Peugeot Partner Van Small,Diesel,4402,Miles,533.09,37.54
1031,YG63ETU,Peugeot Partner Van Small,Diesel,1594,Miles,241.19,30.04
1033,YG63ETX,Peugeot Partner Van Small,Diesel,402,Miles,93.64,19.52
1037,YB63URL,Peugeot Partner Van Small,Diesel,9068,Miles,876.9,47.01
1041,YB63URP,Peugeot Partner Van Small,Diesel,3656,Miles,503.22,33.03
1042,YG14PFZ,Peugeot Partner Van Small,Diesel,5647,Miles,635.53,40.39
1043,YG14USC,Peugeot Partner Van Small,Diesel,7409,Miles,788.36,42.72
1044,YD14UWO,Peugeot Bipper Van Small,Diesel,1775,Miles,188.01,42.92
1045,YD14UWP,Peugeot Bipper Van Small,Diesel,5834,Miles,579.56,45.76
1047,YG64RYA,Volkswagen Caddy C20 TDI MAXI Van Small,Diesel,3794,Miles,799.23,21.58
1048,YH64EWO,Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,2017,Miles,338.14,27.12
1049,YH64YYU,Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,6489,Miles,1009.46,29.22
1050,YC14UTL,Peugeot Partner Van Small,Diesel,948,Miles,99.02,43.52
1052,YG14PGZ,Peugeot  Partner Van Small,Diesel,1948,Miles,254.12,34.85
1053,YG14PGE,Peugeot Partner Van Small,Diesel,1156,Miles,177.95,29.53
1055,YG14RZR,Peugeot Partner Van Small,Diesel,15180,Miles,1769.51,39
10/56,YJ11FLZ,John Deere 5090R Tractor,Diesel,688,Hours,4809.74,0
1057,YD14UWL,Peugeot Partner Van Small,Diesel,2931,Miles,330.87,40.27
1059,YG14RZU,Peugeot Partner Van Small,Diesel,384,Miles,88.15,19.8
1060,YG14SBZ,Peugeot Partner Van Small,Diesel,-68,Miles,118.01,-2.62
1061,YG14PGV,Peugeot Partner Van Small,Diesel,2029,Miles,278.27,33.15
1062,YG14URU,Peugeot Partner Van Small,Diesel,1662,Miles,233.83,32.31
1063,YG14USB,Peugeot Partner Van Small,Diesel,1110,Miles,176.77,28.55
1064,YG14PGU,Peugeot Partner Van Small,Diesel,1409,Miles,155.63,41.16
1065,YG14URY,Peugeot Partner Van Small,Diesel,1432,Miles,113.54,57.34
1067,YD64OKP,Peugeot Partner Van Small,Diesel,1854,Miles,228.27,36.92
1068,YB15WDT,Peugeot Partner Van Small,Diesel,7783,Miles,881.67,40.13
1071,YB15ODV,Peugeot Partner Van Small,Diesel,7867,Miles,948.47,37.71
1072,YB15OEE,Peugeot Partner Van Small,Diesel,9101,Miles,1027.5,40.27
1073,YB15OEC,Peugeot Partner Van Small,Diesel,10729,Miles,1227.27,39.74
1076,YJ65XUR,Ford Transit Courier Van Small,Diesel,11702,Miles,1069.07,49.76
1077,YJ65XTG,Ford Transit Courier Van Small,Diesel,12121,Miles,1062.71,51.85
1078,YJ65XXD,Ford Transit Courier Van Small,Diesel,9019,Miles,834.99,49.1
1079,YC65MTF,Ford Transit Courier Van Small,Diesel,26028,Miles,2071.84,57.11
1081,YC65MVD,Ford Transit Courier Van Small,Diesel,12682,Miles,1209.82,47.65
1082,YC65MUU,Ford Transit Courier Van Small,Diesel,14058,Miles,1253.67,50.98
1083,YC65MVA,Ford Transit Courier Van Small,Diesel,11537,Miles,1047.49,50.07
1084,YF65NUE,Peugeot Bipper Van Small,Diesel,2958,Miles,202.24,66.49
1100,FL65EFY,Vauxhall COMBO Van Small,Diesel,5311,Miles,624.98,38.63
1101,YJ65HWN,Peugeot Partner Van Small,Diesel,3887,Miles,453.15,39
1115,ML60LXS,Peugeot Bipper Van Small,Diesel,169,Miles,18.13,42.38
1128,YE13NPJ,Ford Connect T220SWB van Van Small,Diesel,529,Miles,105.22,22.86
1129,YE13ULH,Ford Connect T220SWB van Van Small,Diesel,6187,Miles,888.22,31.67
1131,YE13NVB,Ford Connect T220SWB van Van Small,Diesel,3777,Miles,506.78,33.88
1133,YF13TLU,Ford Connect T230LWB van Van Small,Diesel,2376,Miles,279.46,38.65
1137,YF13WCT,Ford Connect T230LWB van Van Small,Diesel,3533,Miles,473.32,33.93
1138,YF13TKU,Ford Connect T230LWB van Van Small,Diesel,1260,Miles,216.98,26.4
1140,YF13WCD,Ford Connect T230LWB van Van Small,Diesel,1583,Miles,195.16,36.87
1142,YF13VBN,Ford Connect T230LWB van Van Small,Diesel,5474,Miles,854.84,29.11
1145,YF13TNN,Ford Connect T230LWB van Van Small,Diesel,300,Miles,47.2,28.89
1147,YB13YBS,Ford Connect T230LWB van Van Small,Diesel,2786,Miles,396.72,31.93
1150,YB13FRU,Ford Connect T230LWB van Van Small,Diesel,2018,Miles,326.92,28.06
1155,YB13LTJ,Ford Connect T230LWB van Van Small,Diesel,4178,Miles,642.28,29.57
1157,YB13LTO,Ford Connect T230LWB van Van Small,Diesel,7374,Miles,1045.71,32.06
1165,YF13VBO,Ford Connect T230LWB van Van Small,Diesel,399,Miles,50.04,36.25
1166,YF13TNE,Ford Connect T230LWB van Van Small,Diesel,306,Miles,95.16,14.62
1168,YF13VBU,Ford Connect T230LWB van Van Small,Diesel,1707,Miles,254.59,30.48
1169,YF13EPD,Ford Connect T230LWB van Van Small,Diesel,6060,Miles,323.11,85.26
1172,YC14UTS,Peugeot Partner Van Small,Diesel,4237,Miles,507.66,37.94
1178,YL63CCA,Peugeot Partner Van Small,Diesel,5591,Miles,670.15,37.93
1181,YG14PGO,Peugeot Partner Van Small,Diesel,3909,Miles,427.08,41.61
1183,YD14VTN,Ford Connect T240LWB Van Van Small,Diesel,3214,Miles,332.08,44
1184,YD14VTP,Ford Connect T240LWB Van Van Small,Diesel,463033,Miles,328.48,6408.28
1185,YG14FUV,Ford Connect T230LWB van Van Small,Diesel,5208,Miles,576.9,41.04
1187,YG14WXL,Ford Connect T240LWB Van Van Small,Diesel,708,Miles,113.71,28.31
1193,YL63CCD,Peugeot Bipper Small Van,Diesel,7367,Miles,841.46,39.8
1194,YB63URT,Peugeot Bipper Van Small,Diesel,2466,Miles,157.64,71.12
1195,YB63URU,Peugeot Bipper Van Small,Diesel,2754,Miles,305.69,40.96
1201,YA16FXG,Peugeot Partner Van Small,Diesel,4490,Miles,480.54,42.48
1202,YL16RZT,Peugeot Partner Van Small,Diesel,4178,Miles,459.71,41.32
1203,YL16RZU,Peugeot Partner Van Small,Diesel,9193,Miles,830.27,50.34
1204,YL16RZV,Peugeot Partner Van Small,Diesel,2109,Miles,272.99,35.12
1206,YL16RZX,Peugeot Partner Van Small,Diesel,4871,Miles,540.98,40.93
1207,YL16ZFV,Peugeot Partner Van Small,Diesel,4949,Miles,597.1,37.68
1208,YL16ZFX,Peugeot Partner Van Small,Diesel,8201,Miles,866.64,43.02
1209,YL16ZFW,Peugeot Partner Van Small,Diesel,4895,Miles,621.27,35.82
1210,YL16ZFY,Peugeot Partner Van Small,Diesel,6103,Miles,675.28,41.09
1216,YF16MYG,Peugeot Partner Van Small,Diesel,5828,Miles,624.34,42.44
1217,YF16MYD,Peugeot Partner Van Small,Diesel,1716,Miles,234.46,33.27
1218,YF16MYB,Peugeot Partner Van Small,Diesel,4784,Miles,504.47,43.11
1219,YF16MYA,Peugeot Partner Van Small,Diesel,1987,Miles,173.47,52.07
1220,YF16MYH,Peugeot Partner Van Small,Diesel,7687,Miles,790.02,44.23
1221,YF16ZYG,Peugeot Partner Van Small,Diesel,5950,Miles,758.64,35.65
1222,YF16ZYK,Peugeot Partner Van Small,Diesel,5582,Miles,620.26,40.91
1223,YF16ZYH,Peugeot Partner Van Small,Diesel,598,Miles,119.72,22.71
1224,YF16ZYJ,Peugeot Partner Van Small,Diesel,5236,Miles,506.39,47.01
1225,YF16ZYO,Peugeot Partner Van Small,Diesel,5517,Miles,598.94,41.88
1226,YA16FXB,Peugeot Partner Van Small,Diesel,5726,Miles,622.94,41.79
1227,YA16FWY,Peugeot Partner Van Small,Diesel,4848,Miles,475.49,46.35
1228,YA16FWZ,Peugeot Partner Van Small,Diesel,5688,Miles,598.55,43.2
1229,YA16FXF,Peugeot Partner Van Small,Diesel,9464,Miles,869.14,49.5
123,FP15SJU,Vauxhall  Corsa Small Van,Diesel,10000,Miles,790.46,57.51
1230,YK16DED,Peugeot Partner Van Small,Diesel,2602,Miles,267.96,44.14
1233,YK16DEF,Peugeot Partner Van Small,Diesel,3228,Miles,337.48,43.48
1234,YK16DFS,Peugeot Partner Small Van,Diesel,1395,Miles,160.64,39.48
1235,YK16DET,Peugeot Partner Van Small,Diesel,3309,Miles,512.19,29.37
1236,YD16NBC,Peugeot Partner Van Small,Diesel,8333,Miles,847.6,44.69
1242,YA19TMY,peugeot Partner Van Small,Diesel,8066,Miles,821.89,44.62
1243,YA19TNE,Peugeot Partner Van Small,Diesel,2827,Miles,341.46,37.64
1244,YA19TMZ,Peugeot Partner Van Small,Diesel,4967,Miles,545.21,41.42
1359,YL66UWA,Volkswagen Tranporter 4 Motion Van Medium,Diesel,6432,Miles,995.63,29.37
1360,YL66UVU,Volkswagen Tranporter 4 Motion Van Medium,Diesel,15181,Miles,2489.77,27.72
1401,YG69JNZ,  Van Medium,Diesel,5852,Miles,836.29,31.81
1402,YG69JNK,  Van Medium,Diesel,17061,Miles,2426.81,31.96
1403,YG69JLX,  Van Medium,Diesel,6659,Miles,998.58,30.32
1404,YG69JKK,  Van Medium,Diesel,4882,Miles,770.25,28.81
1405,YG69JNN,  Van Medium,Diesel,5213,Miles,799.72,29.63
1406,YG69JNV,  Van Medium,Diesel,3172,Miles,632.77,22.79
1407,YG69JLU,  Van Medium,Diesel,11261,Miles,1500.78,34.11
1408,YG69JKN,  Van Medium,Diesel,10072,Miles,1426.87,32.09
1409,YG69JLO,  Van Medium,Diesel,4078,Miles,576.6,32.15
1410,YG69JKZ,  Van Medium,Diesel,9776,Miles,1342.65,33.1
1411,YG69JMO,  Van Medium,Diesel,11659,Miles,1653.06,32.06
1412,YG69JNJ,  Van Medium,Diesel,2902,Miles,505.61,26.09
1413,YG69JNL,  Van Medium,Diesel,2198,Miles,447.28,22.34
1414,YG69JKF,  Van Medium,Diesel,5158,Miles,850.38,27.57
1415,YG69JKO,  Van Medium,Diesel,16128,Miles,2145.53,34.17
1416,YG69JMV,Ford Transit 290 Custom Van Medium,Diesel,9121,Miles,1295.17,32.02
1417,YG69JNU,  Van Medium,Diesel,9298,Miles,1075.03,39.32
1418,YG69JKU,Ford Transit 290 Custom Van Medium,Diesel,5087,Miles,739.67,31.27
1419,YG69JKV,Ford Transit 290 Custom Van Medium,Diesel,13745,Miles,1840.42,33.95
1420,YG69JOA,Ford Transit 290 Custom Van Medium,Diesel,11190,Miles,1555.52,32.7
1421,YG69JOH,Ford Transit 290 Custom Van Medium,Diesel,5152,Miles,827.78,28.29
1422,YG69JKY,  Van Medium,Diesel,6011,Miles,1141.65,23.94
1423,YG69JNF,Ford Transit 290 Custom Van Medium,Diesel,4826,Miles,555.52,39.49
1424,YG69JNX,Ford Transit 290 Custom Van Medium,Diesel,11656,Miles,1667.6,31.78
1425,YG69JMX,Ford Transit 290 Custom Van Medium,Diesel,12544,Miles,1817.43,31.38
1426,YG69JNO,  Van Medium,Diesel,8540,Miles,1206.14,32.19
1427,YG69JKX,  Van Medium,Diesel,7102,Miles,922.48,35
1428,YG69JLV,Ford Transit 290 Van Medium,Diesel,6416,Miles,875.63,33.31
1429,YG69JKY,Ford Transit 290 Custom Van Medium,Diesel,10580,Miles,1424.38,33.77
1430,YG69XKS,  Van Medium,Diesel,1491,Miles,285.04,23.78
1431,YL69OKG,  Van Medium,Diesel,16267,Miles,2141.4,34.53
