Fleet Number,Registration,Details,Product,Distance,Unit,Litres,MPG
1813,YL69OKE,  Van Medium,Diesel,5327,Miles,845.38,28.65
1814,MA71BZR,  Van Medium,Diesel,13131,Miles,1903.61,31.36
1815,MA71BZT,  Van Medium,Diesel,20586,Miles,2692.72,34.76
1816,MA71OJH,  Van Medium,Diesel,7250,Miles,1092.22,30.18
18/25,YC18BVL,John Deere 6120M Tractor,Diesel,619,Hours,5063.88,0
18/26,YC18BVK,John Deere 6120M Tractor,Diesel,757,Hours,6470.05,0
18/3,PO18EDU,Ransomes Parkway 3 Ride On Mower,Diesel,28,Hours,140.33,0
18/57,YG68HXT,John Deere 5125R Tractor,Diesel,207,Hours,1191.8,0
1866,MK16YUY,Vauxhall Movano Panel Van Van Large,Diesel,6320,Miles,1287.04,22.32
18/7,PO18HEJ,Ransomes Parkway Meteor Ride on Mower,Diesel,58,Hours,336.14,0
1879,YH09VPC,Ford Transit 350L HR van Van Large,Diesel,0,Miles,0,0
1890,YF13WCP,Ford Transit 350L MR van Van Large,Diesel,4970,Miles,754.42,29.95
1893,YG14RZV,Peugeot Boxer 335 Van Van Large,Diesel,4724,Miles,998.71,21.5
1894,YD14UWB,Peugeot Boxer 335 Van Van Large,Diesel,4049,Miles,831.87,22.13
19,BP16OPD,Nissan Note Car,Diesel,0,Miles,0,0
19/21,19/21,Kubota B2311 HST Compact Tractor,Diesel,80,Hours,269.71,0
1960,YE12PHV,Peugeot Boxer Tipper to 3.5t,Diesel,0,Miles,0,0
1962,YJ63UWY,Ford Transit 350M Dside Flatback to 3.5t,Diesel,356,Miles,144.88,11.17
1963,YJ63UUZ,Ford Transit 350M Dside Flatback to 3.5t,Diesel,2282,Miles,440.12,23.57
1964,YJ14SJU,Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,14343,Miles,2538.67,25.68
1965,YJ65HWD,Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,4363,Miles,940.75,21.08
1966,YB65WZP,Ford Transit 350M Dside Flatback to 3.5t,Diesel,0,Miles,0,0
1967,YB65NSZ,Ford Transit 350L tipper Tipper to 3.5t,Diesel,-58035,Miles,969.61,-272.1
1968,YF65BZH,Ford Transit 350L tipper Tipper to 3.5t,Diesel,1722,Miles,489.27,16
1969,YF65VVH,Ford Transit 350L tipper Tipper to 3.5t,Diesel,4753,Miles,1060.51,20.37
1970,YH17UAP,Ford Transit 350M DS T/L Flatback to 3.5t,Diesel,4948,Miles,936.65,24.02
1971,YH17UBG,Ford Transit 350M Tip T/L Flatback to 3.5t,Diesel,15909,Miles,2642.04,27.37
1972,YH17TXC,Ford Transit 350L DS T/L Flatback to 3.5t,Diesel,1784,Miles,383.13,21.17
1973,YB66XRY,Ford Transit 350L Dside Flatback to 3.5t,Diesel,6820,Miles,1124.36,27.58
1974,YB66XNC,Ford Transit 350L Dside Flatback to 3.5t,Diesel,8186,Miles,1386.19,26.85
1975,YB17CUV,Ford Transit 350M Dside T/L Flatback to 3.5t,Diesel,6671,Miles,1401.67,21.64
1976,YA17KHB,Ford Transit 3.5t Crewcab Tipper,Diesel,6997,Miles,1191.25,26.7
1977,MIK19TEV,Vauxhall Movano Tipper up to 3.5T,Diesel,7820,Miles,1591.15,22.34
1978,MK19TEY,vauxha;; Movano Tipper to 3.5T,Diesel,3713,Miles,703.46,24
1979,MK19TDZ,Vauxhall Movano Tipper to 3.5T,Diesel,3839,Miles,709.87,24.59
1980,MK19RWV,Vauxhall Movano Tipper to 3.5T,Diesel,5284,Miles,972.35,24.7
1981,YG69OAD,Peugeot Boxer L2 355 Dropside,Diesel,8382,Miles,1767.18,21.56
1982,YF19TJH,  Tipper upto 3.5t,Diesel,10358,Miles,1829.34,25.74
1983,YA19DGM,  Tipper upto 3.5t,Diesel,14975,Miles,2207.66,30.84
1984,YG69OAE,Peugeot Boxer 3.5t Flackback,Diesel,1712,Miles,465.44,16.72
1985,YG69OAJ,Peugeot Boxer 3.5t Flackback,Diesel,7050,Miles,1395.76,22.96
1986,YG69OAC,  Tipper upto 3.5t,Diesel,10565,Miles,2068.15,23.22
1987,YE70OVT,  High Side Tipper,Diesel,5663,Miles,1027.54,25.05
1988,YC20SPZ,  Drop Side Transit,Diesel,14222,Miles,2227.64,29.02
1989,YC20SWW,  Drop Side Transit,Diesel,8570,Miles,1232.05,31.62
1990,ML22NCD,  Van Medium,Diesel,4356,Miles,917.67,21.58
1991,MW22KKY,  Van Medium,Diesel,4160,Miles,831,22.76
1992,MW22LHR,  Van Medium,Diesel,3511,Miles,685.81,23.27
1993,MW22LHN,  Van Medium,Diesel,6345,Miles,1209.12,23.86
2201,YD69XXG,  Van Medium,Diesel,9234,Miles,1825.48,23
2202,YG69NZY,  Luton Boxer 335 L4,Diesel,0,Miles,0,0
2203,YG69NZZ,  Van Medium,Diesel,6332,Miles,1255.65,22.93
2205,YG69NZX,  Van Medium,Diesel,6463,Miles,1205.85,24.37
2206,FG70RYN,  VW Crafter CCTV Van,Diesel,10084,Miles,1966.55,23.31
2217,YJ58OUA,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,253,Miles,108.55,10.6
2218,YJ58OTZ,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,700,Miles,227.38,14
2219,YJ58OTY,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,404,Miles,137.41,13.37
2221,YJ58BDU,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,1603,Miles,402.7,18.1
2222,YJ58OTG,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,2125,Miles,326.82,29.56
2223,YJ60CZS,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,4266,Miles,613.79,31.6
2224,YJ60CZT,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,1250,Miles,392.06,14.49
2225,YJ60MSV,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,101,Miles,102.99,4.46
2226,YJ14SVN,Peugeot Boxer Luton,Diesel,22009,Miles,2597.36,38.52
2227,YJ14SVL,Peugeot Boxer Luton,Diesel,56940,Miles,680.92,380.15
2607,MV67KYC,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,9769,Miles,2311.18,19.22
2608,MV67KYF,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,6701,Miles,1718.06,17.73
2609,MV67KYN,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,11054,Miles,2720.88,18.47
2610,MV67KXW,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,7359,Miles,1905.98,17.55
2611,MV67KXX,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,2480,Miles,667.63,16.89
2612,MV67KVS,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,8889,Miles,2209.44,18.29
2613,MV67KVH,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,0,Miles,18.94,0
2614,MV67KVJ,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,9070,Miles,2252.33,18.31
2615,MV67KXN,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,9216,Miles,2264.55,18.5
2616,MV67KXU,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,3365,Miles,838.84,18.24
2617,MV67KWN,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,9345,Miles,2216.93,19.16
2618,MV67KTA,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,2030,Miles,663.41,13.91
2619,MV67KTL,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,3709,Miles,901.73,18.7
2620,MV17CVW,Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,2531,Miles,783.61,14.68
2621,YJ69BZM,  Tipper up to 3.5t,Diesel,2140,Miles,448.93,21.67
2680,YC63CUV,Ford Transit 350CC Tip TL 3.5t CC Tipper,Diesel,838,Miles,197.82,19.26
2681,MV17CNX,Vauxhall Vavaro 3.5T Tipper,Diesel,5935,Miles,1254.41,21.51
2682,MW17CWR,Vauxhall Movarno 3.5T Tipper,Diesel,4506,Miles,913.92,22.41
2683,MV17CYA,Vauxhall Movano 3.5T Crewcab Tipper,Diesel,3320,Miles,869.89,17.35
2684,MV17CXU,Vauxhall Movano 3.5t Crewcab Tipper,Diesel,6066,Miles,1607.85,17.15
2685,MV17CUY,Vauxhall Movano 3.5t Crewcab Tipper,Diesel,4069,Miles,984.34,18.79
2686,MV17CWK,Vauxhall Movano 3.5T Tipper,Diesel,577,Miles,185.62,14.13
2687,MV17CWL,Vauxhall Movano 3.5t Crewcab Tipper,Diesel,5127,Miles,1097.02,21.25
2688,MV17DDL,Vauxall Movano 3.5T Crewcab Tipper,Diesel,3494,Miles,1151.9,13.79
2689,MV17CUH,Vauxall Movano 3.5t Crewcab Tipper,Diesel,6831,Miles,1600.76,19.4
2690,MV17CUG,Vauxhall Movano 3.5T Crewcab Tipper,Diesel,2280,Miles,481.26,21.54
2691,MV17CZK,Vauxhall  Monanro 3.5T Crewcab ipper,Diesel,2109,Miles,567.82,16.89
2692,MV17CFY,Vauvhall Movano 3.5t Crewcab Tipper,Diesel,1639,Miles,375.91,19.82
2693,MV17DGF,Vauxall Movano 3.5T Crewcab Tipper,Diesel,4082,Miles,948,19.58
2702,YB63HFS,Ford Transit 3.5t Crew Tipper,Diesel,4294,Miles,925.41,21.09
2704,YB63HFR,Ford Transit 3.5t Crew Tipper,Diesel,1147,Miles,288.3,18.09
2705,YB63HFP,Ford Transit 3.5t Crewcab Tipper,Diesel,1399,Miles,376.44,16.9
2706,YB63HGA,Ford Transit 3.5T Crewcab Tipper,Diesel,905,Miles,273.99,15.02
2707,YB63HFT,Ford Transit 3.5t Crewcab Tipper,Diesel,1672,Miles,410.4,18.52
2708,YB63HFU,Ford Transit 3.5t Crewcab Tipper,Diesel,1388,Miles,359.41,17.56
2713,YB63HHA,Ford Transit  3.5T Crewcab Tipper,Diesel,1920,Miles,392.83,22.22
2715,YB63HGL,Ford Transit 3.5t Crewcab Tipper,Diesel,92,Miles,141.16,2.96
2716,YB63HFY,Ford Transit 3.5t Crewcab Tipper,Diesel,5070,Miles,928.25,24.83
2719,YB63HGK,Ford Transit 3.5t Crewcab Tipper,Diesel,-10096,Miles,228.54,-200.83
2724,YB63HGM,Ford Transit 3.5t Crewcab Tipper,Diesel,184,Miles,85.26,9.81
2725,YB63HGN,Ford Transit 3.5t Crewcab Tipper,Diesel,609,Miles,208.38,13.29
2727,YB63HGC,Ford Transit 3.5t Crewcab Tipper,Diesel,671,Miles,190.25,16.03
2729,YB63HGE,Ford  Transit 3.5t Crewcab Tipper,Diesel,5413,Miles,1080.02,22.78
2731,YA63UPG,Ford Transit 3.5t Crewcab Tipper,Diesel,2910,Miles,622.17,21.26
2732,YA63UPH,Ford Transit 3.5T Crewcab Tipper,Diesel,0,Miles,60.14,0
2733,YJ14SJX,Peugeot Tipper Crewcab,Diesel,1392,Miles,337.29,18.76
2734,YJ14SJY,Peugeot Boxer CCab Tipper 3.5t CC Tipper,Diesel,4984,Miles,1054.92,21.48
2735,YJ14SJV,Peugeot Boxer CCab Tipper 3.5t CC Tipper,Diesel,3903,Miles,934.44,18.99
2736,YF20WUB,FORD Transit 3.5t Tipper,Diesel,10082,Miles,1678.35,27.31
2737,YG20TYB,Ford Transit 3.5T Crew Cab Tipper,Diesel,9740,Miles,1798.45,24.62
2738,YC20SVL,FORD Transit 3.5t Tipper,Diesel,11745,Miles,2033.19,26.26
2739,YC20SVK,FORD Transit 3.5t Tipper,Diesel,8296,Miles,1422.8,26.51
2740,YC20SSJ,FORD Transit 3.5t Tipper,Diesel,4997,Miles,943.14,24.09
2741,YC20SRX,Ford Transit 3.5t Tipper,Diesel,8844,Miles,1572.55,25.57
2742,YG20TYT,Ford Transit 3.5t Tipper,Diesel,5101,Miles,1139.1,20.36
2743,YG20TYK,Ford Transit 3.5t Tipper,Diesel,8831,Miles,1442.06,27.84
2744,YG20TWD,Ford Transit 3.5t Tipper,Diesel,6588,Miles,1289.98,23.22
2745,YF20CXH,Ford Transit 3.5t Tipper,Diesel,5792,Miles,1128.35,23.34
2746,YH70NDJ,Ford Transit Crew Cab Tipper,Diesel,5521,Miles,957.69,26.21
2747,YH70NPA,Ford Transit Crew Cab Tipper,Diesel,5742,Miles,1159.65,22.51
2748,YH70KNZ,Ford Transit Crew Cab Tipper,Diesel,7429,Miles,1380.35,24.47
2749,YH70NRE,Ford Transit Crew Cab Tipper,Diesel,7300,Miles,1428.75,23.23
2750,YH70NZC,Ford Transit Crew Cab Tipper,Diesel,10580,Miles,2006.88,23.97
2751,YH70NZR,Ford Transit Crew Cab Tipper,Diesel,4881,Miles,995.46,22.29
2752,YH70OCB,Ford Transit Crew Cab Tipper,Diesel,5397,Miles,988.52,24.82
2753,YH70OCE,Ford Transit Crew Cab Tipper,Diesel,5477,Miles,987.09,25.22
2754,YH70GKA,Ford  Transit Crew Cab Tipper,Diesel,5845,Miles,976.67,27.21
2755,YH70OAY,Ford Transit 3.5T Crew Cab Tipper,Diesel,4456,Miles,894,22.66
2756,YH70OBE,Ford Transit Crew Cab Tipper,Diesel,5876,Miles,1107.52,24.12
2757,YC70FNR,Ford Transit  Crew Cab Tipper,Diesel,10600,Miles,1925.35,25.03
2758,YC70FOP,Ford Transit Crew Cab Tipper,Diesel,8706,Miles,1775.85,22.29
2759,YC70FNP,Ford Transit Crew Cab Tipper,Diesel,10874,Miles,1862.2,26.55
2760,YC70VGX,Ford Transit 3.5t Tipper,Diesel,6448,Miles,1278.89,22.92
2761,YC70VGK,Ford Transit Crew Cab Tipper,Diesel,5452,Miles,1210.03,20.48
2762,YC70OHO,Ford Transit Crew Cab Tipper,Diesel,6802,Miles,1163.31,26.58
2763,YE70HCJ,Ford Transit 3.5t Tipper,Diesel,8549,Miles,1792.79,21.68
2764,YM70MBV,Ford Transit Crew Cab Tipper,Diesel,6858,Miles,1089.77,28.61
2765,YH21FHW,  3.5t Tipper,Diesel,2888,Miles,574.19,22.87
2766,YH21FPZ,  3.5t Tipper,Diesel,2899,Miles,686.97,19.18
2767,YC70VHK,Ford Transit 3.5t Tipper,Diesel,316,Miles,117.36,12.24
2768,YC70PNE,  3.5t Tipper,Diesel,9658,Miles,1589.64,27.62
2769,YC70WHE,  3.5t Tipper,Diesel,4340,Miles,795.74,24.79
2770,YA70LAE,  3.5t Tipper,Diesel,16217,Miles,3309.03,22.28
2771,YA70KZY,  3.5t Tipper,Diesel,12587,Miles,2525.59,22.66
2772,YA70KZK,  3.5t Tipper,Diesel,26285,Miles,5428.66,22.01
3001,YK68OXZ,Peugeot Boxer Van Large,Diesel,1360,Miles,718.38,8.61
3002,YC68TGR,Iveco Daily Van Large,Diesel,17620,Miles,3747,21.38
3116,YF17CHO,Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,3660,Miles,968.6,17.18
3117,YF17PRZ,Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,3816,Miles,817.96,21.21
3118,YF17CJE,Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,5791,Miles,1488.88,17.68
3119,YH19TXA,  Up to 7.5t Tipper,Diesel,4655,Miles,1211.27,17.47
3120,YH19TXB,  Up to 7.5t Tipper,Diesel,4014,Miles,911,20.03
3121,YH19TXC,  Up to 7.5t Tipper,Diesel,4014,Miles,970.57,18.8
3122,YH19TZF,  Tipper up to 7.5t,Diesel,2030,Miles,508.72,18.14
3201,YF67OJV,Iveco Daily 50C15 Hyd Plat Hyd Access Platform,Diesel,6194,Miles,1530.3,18.4
3331,PN69UOH,  Library Bus,Diesel,1537,Miles,374.62,18.65
3332,PN69UOJ,  Library Hub,Diesel,1499,Miles,385.97,17.66
3334,PN69UOG,  Library Hub,Diesel,-137,Miles,335.21,-1.86
3335,PN69UOK,  Library Hub,Diesel,6349,Kilometres,1507.47,11.9
3336,PF69HFK,Iveco 7.2t Daily Library Bus,Diesel,3412,Miles,721.92,21.49
3337,PF69HFJ,Iveco 7.2t Daily Library Bus,Diesel,3295,Miles,685.97,21.84
3338,BJ21OBN,  Library Bus,Diesel,496,Miles,186.62,12.08
3406,YH19TZA,Iveco Daily 70-150 Graffiti Wash Vehicle,Diesel,128,Miles,109.57,5.31
3407,YH19TZC,Iveco Daily 70-150 Forestry Tipper upto 7t,Diesel,241,Miles,148.06,7.4
3408,YH19TZD,Iveco Daily 70-150 Forestry Tipper upto 7t,Diesel,2808,Kilometres,930.51,8.52
3409,YH19TZE,Iveco Daily 70-150 Forestry Tipper up to 7T,Diesel,4927,Miles,1536.71,14.58
3410,YD69KDK,  7.5t Cage ,Diesel,8651,Kilometres,2451.06,9.97
3411,YD69KDU,  7.5t Cage ,Diesel,-731,Miles,3142.62,-1.06
3431,YJ10KWK,Ford Cargo 75E Tipper Tipper 7.5t,Diesel,7336,Miles,1659.63,20.09
3439,YD67KFU,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,1098,Miles,258.91,19.28
3441,YD67JBV,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,-32694,Miles,505.52,-294.01
3442,YD67JBX,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,8578,Miles,2971.7,13.12
3443,YD67JBY,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,-12590,Miles,2154.57,-26.56
3444,YD67JBZ,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,817,Miles,307.27,12.09
3445,YD67JCJ,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,9081,Miles,2545.38,16.22
3446,YD67JCO,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,-18377,Kilometres,1448.56,-35.85
3447,YD67JCV,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,7640,Miles,1353.06,25.67
3448,YD67JCX,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,1346,Miles,408.91,14.96
3449,YD67JNJ,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,4024,Miles,1191.86,15.35
3450,YD67KGA,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,7170,Miles,2325.22,14.02
3451,YD67KGE,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,9284,Miles,2771.06,15.23
3452,YD67KGF,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,13399,Miles,3797.05,16.04
3453,YD67KGJ,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,8913,Miles,2551.87,15.88
3454,YD67KGK,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,1833,Miles,613.91,13.57
3455,YD67KGN,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,747,Miles,281.15,12.08
3456,YD67KGO,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,9540,Miles,2701.54,16.05
3457,YD67KGP,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,37904,Kilometres,2563.94,41.79
3458,YD67KGX,Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,0,Kilometres,0,0
3504,YH68EBA,Iveco Daily Flatback over 3.5T,CNG,3641,Miles,1111.13,14.9
3505,YH68DXT,Iveco Daily Flatback over 7.5T,CNG,9442,Miles,1862.04,23.05
3506,YK69HCV,  7.5t Tipper,Diesel,2250,Miles,1225.82,8.34
3507,YK69HCP,  7.5t Tipper,Diesel,1667,Kilometres,472.91,9.96
3901,YJ66VYU,Mercedes Arocs 2635K Tipper over 7.5t,Diesel,1521,Miles,1314.13,5.26
3902,YJ69BKX,  26t Tipper/Gritter/Snowplough,Diesel,6874,Kilometres,2950.36,6.58
4327,YK14BEY,Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,3654,Miles,1404.67,11.83
4328,YK14BFL,Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,5112,Miles,2115.59,10.98
4342,YK14BFY,Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,3567,Miles,1440.89,11.25
4401,LM69XJG,  3 Axle RCV,Diesel,14869,Kilometres,15862.56,2.65
4402,LM69YNH,  3 Axle RCV,Diesel,-5050,Kilometres,11384.02,-1.25
4403,LM69SFY,  3 Axle RCV,Diesel,14349,Kilometres,12035.55,3.37
4404,LM69PWZ,  3 Axle RCV,Diesel,15616,Kilometres,12906.77,3.42
4405,LS69WOJ,  3 Axle RCV,Diesel,9472,Kilometres,12886.48,2.08
4406,LS69WOC,  3 Axle RCV,Diesel,15913,Kilometres,12821.78,3.51
4407,LS69BZJ,  3 Axle RCV,Diesel,7939,Kilometres,11505.97,1.95
4408,LM69YRV,  ,Diesel,8325,Kilometres,11222.22,2.1
4409,LS69GJF,  3 Axle RCV,Diesel,10233,Kilometres,13121.46,2.2
4410,LS69BZV,  3 Axle RCV,Diesel,7784,Kilometres,11921.31,1.84
4411,LS69JZN,  3 axle RCV,Diesel,9397,Kilometres,13274.32,2
4412,LS69JZV,  RCV,Diesel,16395,Kilometres,12376.49,3.74
4415,LS69JYW,  ,Diesel,10187,Kilometres,13561.19,2.12
4416,LS69WOA,  3 Axle RCV,Diesel,15069,Kilometres,15555.87,2.74
4417,VX14LLV,Dennis Eagle Elite 3 Axle Bin,Diesel,2174,Kilometres,1710.71,3.59
4418,VX14LLW,Dennis Eagle Elite 3 Axle Bin,Diesel,3212,Kilometres,4614.25,1.97
4420,YK15GPJ,Mercedes Econic 3 Axle Bin,Diesel,8226,Kilometres,9368.57,2.48
4422,YK15GOX,Mercedes Econic 3 Axle Bin,Diesel,9358,Kilometres,12152.04,2.18
,,,,,,,
Vehicle Count,Distance,Count,Litres,Average Lph,,,
,,,,,,,
1401,7190252,31967,1553280.49,0.38,,,
,,,,,,,
Date Range,,,,,,,
01/01/2022 00:00:00 - 31/12/2022 23:59:59,,,,,,,
