sector,subsector_level1,subsector_level2,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
FOSSIL FUEL INDUSTRY,Coal Production,NA,1.72401539253584,1.80104395570189,1.4734629758501,1.94912381317095,2.08818872080761,2.13243579226009,2.25517643959181,2.34734234304988,2.16245337542843,2.17035615217797,2.17402675853132,2.40800012557967,2.20244020434659,2.10565045110345,2.30067780360832,1.99300010339951,1.86618782603763,2.07137210586931,1.95512545383129,1.61018654077163,2.01072338393831,2.00169644929839,2.25438627849416,2.27154706382162,2.0804827291951,1.92124556156661,2.09613314575084,1.9237583130189,2.24543581971245,2.27518097092952,2.0207161765617,2.3449245560835
FOSSIL FUEL INDUSTRY,Upstream Oil and Gas,Natural Gas Production and Processing,4.37513897655471,3.6426479470258,3.17530032467228,3.05264625811809,4.84799798183726,6.47989820223243,7.22359159386348,6.22705024684341,7.44117606807928,8.57851087067067,7.87644480932974,9.2306362105844,9.25805470306316,9.48751022567863,9.96625700315769,10.1696834715683,11.1272171045437,11.4982776542963,12.2891106164825,11.8280517704451,11.9989599096629,12.3606907079412,11.8784627662284,11.8840487392661,11.8769945487968,11.4566185173385,11.0099271752324,11.1152286640604,11.1944047846613,10.5290957588569,10.8487413261801,9.96269694124839
FOSSIL FUEL INDUSTRY,Upstream Oil and Gas,Conventional Oil Production,0.564146156962363,0.389156755334048,0.381154005694807,0.439067537684508,0.677762629413045,0.844987498376523,1.14055796756059,1.11422873452775,1.07076494923887,0.99042265875611,0.889607618075453,0.92821644570413,0.8714477609956,0.839663736464146,0.82724608897043606,0.722539215655165,0.801815818149437,0.77366758503358,0.692435581985311,0.687974713002719,0.625966730789505,0.659294126240172,0.613564597584178,0.61213271892843,0.616377634679438,0.596163805812991,0.578294768563744,0.589423953262638,0.578562743278117,0.47146844714337,0.42477861231811,0.364764910422498
FOSSIL FUEL INDUSTRY,Upstream Oil and Gas,"Oil, Natural Gas, and CO2 Transmission",1.47446650793334,1.81526373112575,1.76665865110312,1.86137466722913,2.00731302362307,2.14722083640576,2.26829509959311,2.28605816820906,2.23503622529295,2.05712923424779,2.14188941120734,2.29965582145211,1.74599936325618,1.40317783843657,1.42307378653833,1.38204559650371,1.05245676999707,1.208305323275,1.1350540975627,1.08685816541238,1.04183368172158,1.1058993931226,1.02791571789994,1.36000080892013,1.21134980022231,1.48351353531586,1.56578558774761,1.61012486300856,1.52178704858391,1.55259393268027,1.48895972765311,1.4819176061537
FOSSIL FUEL INDUSTRY,Downstream Oil and Gas,Petroleum Refining,1.31164903890533,1.28180742512772,1.08578960307608,0.757170100966818,0.745184118695485,0.601461569646452,0.77345699713437,0.476673514810771,0.447522327231412,0.505164270219286,0.453280599745117,0.480175779847032,0.554286076496752,0.534121575404031,0.901944108024758,0.533742982526503,0.668665513496964,0.679351035406274,0.516271455980101,0.626240113622488,0.714725188943371,0.627229330045354,0.636572051422852,0.534353544877981,0.578277195648041,0.604471140986944,0.700064489173088,0.581481009665965,0.483186991758777,0.518030413846072,0.432483666723851,0.494150510167461
FOSSIL FUEL INDUSTRY,Downstream Oil and Gas,Natural Gas Distribution,0.149894784369981,0.162046887444703,0.173527249415657,0.18165770740278,0.213486544095194,0.202607756208114,0.209726009271726,0.218370882075362,0.207077244190743,0.202815403649675,0.1665375232305,0.159189682771984,0.146698583275678,0.118414017476475,0.0940372284655115,0.0924076134147614,0.109013153373099,0.108399435627124,0.103710116147792,0.105254033832656,0.114531645640369,0.099475644944688,0.0884651927021269,0.111977129579414,0.09758340557312,0.102222150815101,0.104091656331415,0.10536638074901,0.105949878102299,0.107225449849295,0.106700532117345,0.107928239530663
ELECTRICITY,Electricity,NA,0.864234350856527,0.529772092442969,0.999207926526491,1.98197769197687,1.68354281584647,1.81165010443019,0.273199683685321,0.62128798778229,1.35986539274843,0.6920534018589,1.66410039617953,2.23765891138055,0.710357328050293,0.747519834552881,0.945804405691511,1.03175339763092,1.09697110899655,0.873350378762738,1.22747623091726,1.08038556385668,0.98245072490809,0.608334899325008,0.271213783641857,0.383417034497732,0.294025540238173,0.252270454347666,0.437585621668711,0.377081097074739,0.496935648262751,0.628588035324081,0.241257461300128,0.448673916475782
TRANSPORT,Passenger Transport,"Cars, Trucks, and Motorcycles",7.78408333117266,8.01600767112417,8.36462791091713,8.85373299524347,9.24641981171418,9.45941296211035,9.66349853666972,10.0505781548651,10.387705836176,10.1021239277754,10.1108102998134,9.9016936891286,9.88001626448328,9.97986039918591,10.5562046191013,9.94235608236586,9.79589250094919,9.78219605305414,9.65139250417795,9.75326706413192,9.41433003847631,8.74813005794353,8.96320284542704,9.2421399602227,9.47947079603546,9.81240808814644,10.562981361556,10.4816134020159,10.6532600351259,10.3423627248155,9.15755425260789,9.53067737753209
TRANSPORT,Passenger Transport,"Bus, Rail, and Domestic Aviation",1.45028905286241,1.30354464074565,1.32870411470334,1.24955716361329,1.33644700670738,1.49521695184473,1.67124602787327,1.73775354555339,1.77974530162545,1.90845361763889,1.84641729610455,1.74183928551041,1.67364612628445,1.77050185378263,1.88469930122094,1.86522282935634,1.84251767024062,1.88527819556788,1.8974642162607,1.7336883307317,1.57825239602556,1.48075334942312,1.66151571060181,1.74109559178757,1.69837595478393,1.70507522840413,1.77118883925337,1.88364460881133,2.0597815247857,2.04515081014372,1.23430205090595,1.40376724299278
TRANSPORT,Freight Transport,Heavy-Duty Trucks and Rail,4.22643660954501,4.10727323078898,4.0908208780291,4.03948183339131,4.19435077712284,4.43481701069154,4.68279416416218,4.78524330569728,4.51091930878307,4.8020782246798,4.49122587232002,4.55121360662505,4.38030995462598,5.02313395923375,5.31057027463621,5.32614837255843,5.54931554229761,6.13238886829434,6.63832000165714,6.31392803037473,6.32552006371882,6.1545127088649,6.45703531413779,6.89169489304383,6.73457797656516,6.29733925296042,6.2367297841587,6.37644383539964,6.73006444019502,6.95866071608123,6.64138517555882,6.94964571435798
TRANSPORT,Freight Transport,Domestic Aviation and Marine,0.895021238448823,0.892985974215751,0.895884944223742,0.92677041761463,0.965880602600445,1.02358912573126,1.05734142626744,1.07378026918983,1.08127641240665,1.11310176493632,1.10085895668209,1.07852817647322,1.09717468511799,1.08452725804485,1.10563993187188,1.13016705039369,1.10525770351965,1.05372797346782,1.00831280784299,0.973664932632013,0.960755758309686,1.00660752595813,1.08274467791998,1.14388325041689,1.19936990248671,1.24328886608928,1.31700796507347,1.29034621469017,1.37070741245656,1.46277614838922,1.52207632797012,1.79239416328997
TRANSPORT,"Other: Recreational, Commercial, and Residential",NA,0.721015351994107,0.713416878067397,0.687114439438393,0.72148291357944,0.805362667952699,0.899885069042681,0.986553502016295,1.12051253294659,1.21278475383097,1.24725401280932,1.30807217998439,1.27441534754229,1.32381127908397,1.35143272813404,1.45029902086926,1.36024462005316,1.3061534504281,1.27413640178143,1.24784127917234,1.14104041780389,1.21757061725807,1.16970535509031,1.20063216674505,1.24883772260854,1.23132183044722,1.36836892554492,1.64225980286003,1.81375529423107,1.91636163035597,1.90458058793452,1.93107894819494,1.93689943248519
HEAVY INDUSTRY,Mining,NA,0.451295691332845,0.455515391153415,0.29953261616384,0.133120558959108,0.0830251216356129,0.188333589454731,0.317833655340287,0.388742568904502,0.341290553305928,0.360777639652758,0.368089460826128,0.422699267044277,0.346928271130961,0.308432740978203,0.271645432158296,0.41766053426598,0.541125110869617,0.395002115807596,0.511555511354897,0.169203313726658,0.258814876123053,0.253969428761626,0.312871889575478,0.388698256965165,0.45263462642536,0.555694854537602,0.439890487211875,0.607509968260453,0.740562088080515,0.675538494228097,0.812128794538142,0.582378153844574
HEAVY INDUSTRY,Smelting and Refining (Non Ferrous Metals),NA,2.08240335132631,2.28772968413898,2.2971205339875,2.28529948825483,2.27775680643507,2.36286117033429,2.4657633667763,2.36086439413398,2.69283971960933,2.47906951504608,2.64345065230909,1.92641910208226,1.73885014048375,2.00625058542439,2.14985045185759,1.72780708576285,1.55300967129087,1.81815550702793,1.9364399300741,1.97423041411494,1.39306745726896,1.36840541502615,1.39867623524635,1.26919926951642,0.98218060053358,0.918035544832634,1.30192285441044,1.21135793743962,1.12927365207177,1.19038424068414,1.16362908308479,0.915305585487815
HEAVY INDUSTRY,Pulp and Paper,NA,4.07547255037676,4.23898213117131,3.34268830219335,3.47825473781789,3.46264780158344,3.35985985838423,3.56609781921767,3.55158417865943,3.07032415915735,3.35167336060933,3.40076287478866,3.17792787970582,2.54687365098627,2.42217298977439,2.33591895994844,1.84712651933745,1.80293177067625,1.76123300533583,1.52404715285592,1.69448241473909,1.9308792980464,1.80990767356842,1.91297657792787,1.7816551776698,1.93044049216704,1.88857639035816,1.9745913091586,2.16138746328176,2.19391445100771,2.49510265238902,2.07091444686173,2.19825277322343
HEAVY INDUSTRY,Iron and Steel,NA,0.0979261121176583,0.100444662660783,0.0918443398798065,0.10134935356841,0.111825054252026,0.103583527960199,0.0681981103813573,0.0723852798440084,0.0869768464435657,0.0602092530201991,0.0637941435642535,0.0619415895320127,0.0570919132204154,0.0523051597843172,0.0046684011055527,0.00474087977814147,0.0481036492596867,0.0546803121562076,0.0493462444606826,0.0405530694034385,0.0367851652620218,0.0440672955621939,0.0430440833841885,0.0322023195950174,0.0265764507165238,0.0166936148329996,0.0195091227020017,0.0341031700096391,0.0323514494618507,0.0447797354299846,0.0378893082774573,0.0427118565521125
HEAVY INDUSTRY,Cement,NA,1.10330705784794,1.02074548187521,1.21350948944563,1.24544591976119,1.42396773447067,1.509687587799,1.48204178038555,1.57281400251074,1.67306190919024,1.83116801466589,1.96502188540439,1.92048023418835,2.12279482506273,2.08817157392371,2.08882414422338,2.03447245539197,2.28609932382859,1.98082418421755,1.83388541109111,1.58380849333512,1.40126572414013,1.62553718818741,1.51734588729203,1.4868612107458,1.7724824000366,1.9536228898339,2.07731458527559,2.07058495279601,2.19257808286436,1.59172865459068,1.12437703984528,1.24563126263489
HEAVY INDUSTRY,Lime and Gypsum,NA,0.235686829223979,0.238910655785024,0.230833218478902,0.251193341615256,0.289762607600468,0.286206067734728,0.320761411516123,0.296006917709837,0.278099443651437,0.285879816102045,0.301984626915862,0.338121249768728,0.356833694966756,0.305900617533231,0.333952303029209,0.306714972279588,0.279214743219975,0.291215830619567,0.273435531333241,0.215751248127531,0.23879878056006,0.257004583406721,0.211572894388932,0.19475522024289,0.239232362857884,0.236637377690888,0.176536019648938,0.0753577141102025,0.072970476670756207,0.0774306841143027,0.0856353860592675,0.0820575645910322
HEAVY INDUSTRY,Chemicals and Fertilizers,NA,0.969057000099285,0.959279534454352,0.894177023352485,0.941416033438941,1.07656258745605,0.988596528139191,1.00326066375066,1.14953964095656,1.08634735900476,1.16671413187231,0.771792396912033,0.67172309428429,0.886921991760962,1.03766975889047,0.870808182947125,0.899295048961181,0.425123596312827,0.442483797971562,0.465513880558201,0.403637157572115,0.453336614166422,0.490962690374893,0.393261260762192,0.360294582746674,0.365731851724866,0.357331487999376,0.395203454713957,0.385904863230883,0.365313316240949,0.346566420776076,0.295780960442806,0.255063937624217
BUILDINGS,Service Industry,NA,3.07095993261623,3.30914408660345,3.45449294412302,3.859583383792,3.6474987777482,3.72365980236125,3.82336492413842,3.76798606547565,3.3066370579846,3.43234292881479,3.8717020166118,3.88692815161075,4.58932050856994,3.88065489361111,3.99008449884941,3.77264534038572,3.59894734805619,3.59582496045549,3.8687002759165,3.55093290967513,3.51464312404719,3.58738521986327,3.65018629234564,3.65821940493125,3.81009924107045,3.39614174261395,3.81672047636583,3.89473320763833,3.93840772913426,4.11144304441742,4.16609181955778,4.23514494159473
BUILDINGS,Residential,NA,4.58255873532039,4.48029956646157,4.35904920985533,4.889932451335,4.64840681453334,4.6983305542165,5.29411003557757,4.82841430582133,4.73109441789913,5.04062549855877,4.9032315989997,4.77961712985631,4.58637127717459,4.32898824764783,4.19267039190873,4.67416251779562,4.75606750123316,4.70743563243627,4.63082320972218,4.63252641512266,4.66616481807636,4.69216653846442,4.36470636487117,4.32944772434011,4.18480817832541,4.1176012891792,4.23317886688072,4.6712859575508,4.49071559431631,4.68525821481485,4.7529885873596,4.84699974284217
AGRICULTURE,On-Farm Fuel Use,NA,0.392670007194318,0.449880763817597,0.446451853244511,0.451983499570499,0.299640850014161,0.265084933197937,0.297469509088945,0.397425649274086,0.365680374532957,0.385925793854175,0.444727829070099,0.497726007458925,0.276756907643504,0.235514998747627,0.225565600901807,0.220742860509599,0.217254784803557,0.212498042770355,0.208272015508547,0.137299850640928,0.426334629001047,0.40362494790624,0.533777824056245,0.543156439880936,0.538796909037812,0.612682035541605,0.774838016262366,0.811349489953084,0.904537510834614,0.864632744764378,0.835569643352048,0.787613870318079
AGRICULTURE,Crop Production,NA,0.158375445957869,0.134429451022431,0.158594580667956,0.168031809283719,0.158701463943177,0.148101307730014,0.148179273713729,0.167179080306662,0.14396715285986,0.142576355698662,0.147274178847078,0.158588382846854,0.13282930104263,0.143074970694441,0.136163313884617,0.137337644347112,0.105301867224512,0.132234380469985,0.127475884628103,0.124660386517672,0.131224777997428,0.146467504354546,0.13513134583091,0.170163262664832,0.139230266615624,0.151231556703545,0.160978795169428,0.157667683928677,0.181894915759178,0.17458627266159,0.197966174319989,0.20305463974351
AGRICULTURE,Animal Production,NA,1.75204064278937,1.80264869229181,1.88651510073221,1.88118995608942,1.95507733506965,2.05097665713433,2.07882596951408,2.05795812294828,2.03084007699682,2.14034699243912,2.17258739239107,2.20249929880592,2.24595273527774,2.30992648204009,2.36604400681902,2.33487417531142,2.1728801174785,2.06947715247525,1.98804925252685,1.8490825006491,1.7751229136313,1.7535986399749,1.78762245293847,1.81184856023997,1.83576755422559,1.87855507898277,1.94873024445965,1.94558003533253,1.98825765736148,1.94525683969305,1.93288294196985,1.92328847921333
WASTE,Solid Waste,NA,2.23638826085423,2.1110999098194,2.14270552771065,2.15436080288501,2.22269551710383,2.33052803579396,2.4086975608232,2.30405978155278,2.37650135533346,2.3806076086924,2.45884374650313,2.27534419690459,2.27544774315397,2.36454791118596,2.2694089612139,2.22691889581493,2.35182112271395,2.38975056739358,2.39715482519148,2.46332337582818,2.40370061564945,2.40848058716044,2.20577798678058,2.07732070615317,2.02509238385983,2.0175186682275,1.87900858242025,1.82732543689895,1.82427868026506,1.80585446267731,1.71427185057828,1.68176622198722
WASTE,Waste Water,NA,0.168878953864557,0.172967578772649,0.177479609366761,0.182264949969292,0.190417856980286,0.194226454145244,0.199073852629246,0.203710209256982,0.207818169431221,0.210808170515951,0.212683859940423,0.216890674454894,0.218299002989343,0.218157299931979,0.221207752077324,0.220378875636514,0.223430757882743,0.22700465714204,0.230953496599358,0.232564258232702,0.237209042221366,0.236459016329888,0.238911465559696,0.243919058757231,0.2671306639002,0.263112142503998,0.275432827046949,0.284764964775171,0.28872933769557,0.294458152297347,0.293052212519294,0.296356084404691
WASTE,Waste Incineration,NA,0.0046222145614386,0.00470072051233029,0.00477922646322199,0.00486556976624898,0.00467539389082012,0.00507192718905084,0.00482641423033404,0.00436579511804418,0.00391257920451973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIGHT INDUSTRY,Light Manufacturing,NA,1.51647260451988,0.991332012611499,1.08088381209694,1.31863938126034,1.45859743375902,2.41272461864987,2.63721612013741,2.38678650517564,2.34233586213872,2.51360244997388,3.10156237880897,3.46136643468739,2.78338419095528,2.93983794851147,2.985204587533,3.2697684607602,1.62653777312336,1.81788700999454,1.43019326026921,1.21408823090744,1.31008489683669,1.35035192623591,1.54768946764825,1.66205939932929,1.4363904826867,1.48423120874079,1.42804382092865,1.42794534986651,1.64227974354624,1.31455901844136,1.51384818098936,1.45790790131833
LIGHT INDUSTRY,Construction,NA,0.628989211127322,0.585008873101945,0.663012033853635,0.67150603384738,0.669312273337313,0.646357958399177,0.691205135505767,0.596169820796128,0.538919220903458,0.494240069458002,0.581132775692161,0.593339664710477,0.733077321195844,0.716444639461992,0.791020845161415,0.744438400585338,0.686212250426184,0.751553992838899,0.729624008756033,0.456765457276118,0.4709011786216,0.516755043524712,0.553430548769157,0.572904149814206,0.517024283493298,0.630493957890732,0.841712577165878,0.833742085735925,0.931959835012358,0.841232115730075,0.642282837741518,0.726198008870814
LIGHT INDUSTRY,Forest Resources,NA,1.18770294982154,1.04279911989176,0.910815183207308,0.891186081214857,0.845497150804491,0.836169983194065,0.854278133232563,0.90331051842728,0.914043680171968,0.927018226150859,0.967911058792377,0.954212062629323,1.03083873419891,1.10600775680839,1.21983662021145,1.25066663346391,1.22534856400141,1.12882660975745,1.08231213169217,0.612896469006295,0.721958688155344,0.713141659869665,0.741630720877567,0.82752643878546,0.798241973332098,0.984731305883975,0.975020252482963,1.14389061592182,1.35215420732524,1.26774245060272,1.10978434747736,1.13829237562263
LAND-USE CHANGE,Deforestation,NA,4.449629717999999,4.248567092,4.150929028,3.9897159179999995,3.6879314669999994,3.442596204,3.344378362000001,3.196675687,3.096482329000001,3.158963282,3.1185678940000003,2.9501715819999994,2.9578194840000003,2.8607666019999987,2.754309311,2.5934817740000002,2.622410772,2.6670601179999998,2.567187504,2.5465045149999996,2.5652213509999995,2.628330092,2.761319053999999,2.8311424279999997,2.652406073,2.696723428,2.655052962,2.6974962569999996,2.571495389,2.684521667,2.579993858,2.5599337619999996
LAND-USE CHANGE,Afforestation,NA,NA,NA,1.3198900000000003e-4,5.734360000000001e-4,0.0013944110000000001,0.0024215230000000005,0.002133397,0.0016086019999999998,9.94956e-4,3.040589999999995e-4,-4.5319500000000004e-4,-0.0012681649999999997,-0.002136665,-0.0029472110000000004,-0.0037613010000000003,-0.004170833999999999,-0.005625970000000001,-0.006761704,-0.007219436999999999,-0.009129750999999998,-0.010869812,-0.012670117,-0.013369254000000004,-0.013140264999999998,-0.009310924,-0.0040299689999999996,-0.0015716509999999996,-0.001678274,-0.0018821299999999999,-0.002144876,-0.004257272,-0.0018056070000000012
LAND-USE CHANGE,Grassland Converted to Cropland,NA,0.002638093,0.002338447,0.0020303559999999997,0.0017851050000000002,0.001700471,0.00203942,0.00263605,0.0031336869999999996,0.0032340050000000003,0.003149104,0.002868036,0.002851315999999999,0.002784339,0.0030611759999999997,0.003402252,0.003998307,0.004581931,0.004908770999999999,0.005566686999999999,0.006391172,0.00683011,0.007006744,0.006991041999999999,0.007702707999999999,0.008009851000000002,0.008126733000000002,0.00724235,0.006524232,0.005967648000000001,0.005241516999999999,0.004908287000000001,0.004591123999999999
LAND-USE CHANGE,Other Land Converted to Wetlands,NA,0.011914102,0.011018833,0.010229149,0.009522753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other Emissions Not Included In Inventory Total,Forest Management,Forest Growth Minus Decay,-89.43684663599987,-90.13790869699999,-89.61017832900005,-88.96457442599988,-88.50033691899995,-87.72494196199997,-87.28676219100014,-86.803280558,-85.54690943800013,-83.51308234700014,-80.89619344499997,-77.37922585200006,-70.75899114500004,-58.99989332900002,-47.731101188000096,-32.774609916000045,-21.030724033000105,-14.184628475000006,-15.41546407399995,-15.175810958000021,-11.505949929000026,-12.280089430999926,-13.457499150000018,-14.98029364599998,-13.955636488000026,-13.782369460999927,-14.642196667999912,-7.184182245000074,1.925557795999939,-1.4214301699999319,-5.486112909999903,-0.23110677400004087
Other Emissions Not Included In Inventory Total,Forest Management,Slash Pile Burning,2.6400116560000004,9.551432146,9.214002099,8.087767692000002,6.466839015000001,5.947795726000002,5.954785381,5.325921236999998,4.904481829,5.715219246,5.287615068,4.738870023,5.338248893,5.144992947999999,5.294113457999999,6.120812462999999,5.227405264,4.8970839,4.234771705,3.6519903220000005,4.586755359999999,4.714856764,4.921447510999999,5.227054306,4.648308544,5.360521071999999,4.584226291,4.530328193,4.458233946,3.2741922859999995,2.589309596,2.6899754229999995
Other Emissions Not Included In Inventory Total,Forest Management,Wildfires,9.433819510000001,4.999598828,4.585563232,0.824615188,3.926273009,7.427406269000001,2.482556934,0.3241037010000001,15.157934253999995,2.630749648,1.13637939,1.9263263130000001,0.8812640600000001,43.09234833900001,29.761745652,4.405850037,19.907800312000003,4.792654835999998,2.541648348,36.806357206,54.156763629,2.2713231449999998,13.483709775999996,3.287228297,57.448190116999996,42.740886354,13.089192237999999,169.75262616100005,196.696157035,4.017273298,3.3147895960000002,133.23576563600002
Other Emissions Not Included In Inventory Total,Forest Management,Decomposition of Harvested Wood Products,29.164800693999997,33.942008918999996,40.449039983000006,43.082272218,43.850626571,45.73155798700001,44.73820253900001,43.428523856,39.888698983999994,44.118605564999996,47.12387153800001,41.117594721,44.303187405,38.127821078000004,48.704112541,48.79252873200001,44.400387108,42.860225484,42.60721951,40.383876349000005,45.550863297,48.12534820399999,47.304392949000004,48.746074289,47.601146590999996,47.027796013,45.825787084999995,45.660237462,47.859717038,42.725541883000005,41.91231346699999,41.522055674
Other Emissions Not Included In Inventory Total,Cropland Management,NA,-0.10612305499999998,-0.05310281200000002,0.009916294,0.07512198699999996,-0.16468291300000001,-0.06533432900000001,-0.18416333600000007,0.24859178799999998,0.08150463099999988,-0.18279151800000001,-0.062811993,-0.016290952000000088,0.06171445500000008,0.09621987599999993,-0.10079737,0.074245310999999925,-0.002767452999999925,0.22288043600000007,-0.010009896999999967,0.22239342100000004,0.07752747599999998,0.23823080400000005,-0.07932536300000012,-3.3370800000011514e-4,-0.12931642399999996,0.18938465800000004,0.01949263399999994,0.019957082000000043,0.122873941,-0.12921301300000004,0.21851350100000008,0.300518968
Other Emissions Not Included In Inventory Total,Wetland Management,NA,0.119442687,0.12027486899999999,0.119601645,0.1247713,0.128155073,0.121446792,0.115279836,0.109602379,0.10436830700000001,0.09953648200000001,0.09507015099999999,0.09093638,0.087105617,0.083551293,0.080249462,0.077178531,0.074318966,0.071653101,0.069192329,0.06690196999999999,0.06476154099999999,0.062759034,0.060883498,0.059124951,0.0574743,0.05592322400000001,0.054464114,0.054031631000000004,0.052735468,0.050569784,0.049413916999999995,0.048320620999999994
Other Emissions Not Included In Inventory Total,Grassland Management,NA,NA,NA,5.963e-6,NA,NA,NA,1.5899999999999998e-6,NA,4.771e-6,NA,5.96e-7,6.040999999999999e-6,4.771e-6,4.8512e-5,2.6839000000000002e-5,1.37534e-4,3.976999999999999e-6,2.36e-7,6.572400000000001e-5,NA,5.963e-6,1.0734000000000001e-5,2.6699999999999994e-6,1.19673e-4,1.2123e-4,2.46983e-4,1.00257e-4,1.00257e-4,1.00257e-4,1.00257e-4,1.00257e-4,1.00257e-4
Other Emissions Not Included In Inventory Total,Settlement Management,NA,-1.6437085180000002,-1.641208891,-1.638709264,-1.636209638,-1.6337100109999998,-1.6312103829999998,-1.6287107570000001,-1.6262111300000002,-1.623711503,-1.621211877,-1.61871225,-1.6162126229999998,-1.613712996,-1.6112133690000001,-1.6087137420000002,-1.6062141159999999,-1.603714489,-1.601214862,-1.598715236,-1.596215608,-1.5937159810000001,-1.591216355,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999,-1.5887167279999999
